name,biography
جاماسپ,"جاماسپ، که با نام‌های مستعار ""گرانمایه""، ""رهنمون""، ""سر موبدان""، ""شاه رَدان""، ""چراغِ بزرگان""، ""پاکتن""، ""تابندهجان"" و ""ستاره‌شناس"" نیز شناخته می‌شود، در دوره ایران باستان می‌زیست. او به عنوان فیلسوف، وزیر و ستاره‌شناس فعالیت می‌کرد. از آثار او می‌توان به ""یادگار جاماسپ"" و ""جاماسپنامه"" اشاره کرد. جاماسپ رویدادهای مهمی را تجربه کرد، از جمله آزاد کردن اسفندیار از بند پدرش گشتاسپ و متقاعد کردن او برای جنگ با ارجاسپ، و همچنین پیش‌بینی آینده جنگ بین گشتاسپ و ارجاسپ که در آن از کشته شدن زریر و شیدسپ خبر داد."
پاول پارسی,"پاول پارسی، که با نام‌های پولُسِ پارسی و پولُسِ ایرانی نیز شناخته می‌شود، در دوران ساسانیان می‌زیست و به‌عنوان فیلسوف، منطقدان و دانشمند فعالیت می‌کرد. او در دربار ساسانیان استاد فلسفه خسرو انوشیروان بود و به آموزش فلسفه به او می‌پرداخت. از آثار او می‌توان به ""گویایی ارستو"" اشاره نمود."
آرتاخه,"آرتاخه، که با نام مستعار آرتاخایس نیز شناخته می‌شود، در دوره هخامنشیان می‌زیست. او در بین سال‌های ۱۰۰۰ تا ۹۰۰ پیش از هجرت در ایران به دنیا آمد و در همین بازه زمانی نیز درگذشت. آرتاخه به‌عنوان دانشمند و مهندس فعالیت می‌کرد و از آثار او می‌توان به ""کانال خشایارشا"" اشاره کرد. وی از سازندگان کانال خشایارشا بود."
برزویه,"برزویه، معروف به ""پیشوای پزشکان ایران"" و ""مقدم اطبای پارس""، در دوره ساسانیان به‌عنوان پزشک، دانشمند و مترجم فعالیت می‌کرد. او با اجازه انوشیروان به هندوستان سفر کرد تا گیاه زندگی‌بخش را بیابد و کتاب کلیله و دمنه را به ایران آورد؛ این سفر، پایه‌ای برای ترجمه پنجه تنتره به فارسی میانه شد. از آثار او می‌توان به ""کلیله و دمنه"" و ""ترجمه پنجه تنتره"" اشاره نمود."
میدیوماه,میدیوماه، که با نام‌های «مَدیوماه»، «مَئیدیوئیماونْگْها» و «مَئیذیوئیماونْگْهه» نیز شناخته می‌شود، نخستین پیرو زرتشت بود. او مرد بود و در رویداد «نخستین ایمان‌آورنده به زرتشت» شرکت داشت؛ در این رویداد که با حضور زرتشت و آراستی همراه بود، او نخستین کسی معرفی شده که به آیین زرتشت گروید و پرستش اهورامزدا را آغاز کرد و در متون اوستایی و پهلوی به عنوان پسرعموی زرتشت و فرزند آراستی ذکر شده است.
فریدون,فریدون، ملقب به «اژدهاکش» و «آفریدون»، پادشاه و پزشک از دوران پیشدادیان، در روستای ورکه لاریجان در استان مازندران متولد شد. از او روایاتی مبنی بر بنیاد نهادن شهر آمل در استان مازندران وجود دارد. فریدون همچنین با یاری کاوه آهنگر، ضحاک را در کوه دماوند شکست داده و او را در آنجا زندانی کرد و در نهایت جهان را میان پسرانش، سلم، تور و ایرج تقسیم نمود که این تقسیم‌بندی به قتل ایرج انجامید. او در آمل، استان مازندران، آرمیده است.
بامشاد,"بامشاد، که در دوره ساسانیان می‌زیست، نوازنده و موسیقیدان بود. او در رویداد ""اوج موسیقی در دوره ساسانیان"" که در ایران در دوره خسرو پرویز دوم ساسانی رخ داد، نقش داشت؛ این رویداد نشان‌دهنده اوج موسیقی ایران در عهد ساسانیان بود که در دبیرستان‌ها نیز تدریس می‌شده است."
مزدک بامدادان,"مزدک بامدادان، معروف به ""ملحد بزرگ"" و ""نخستین کمونیست""، در دوران ساسانیان به عنوان اصلاحگر اجتماعی و کنشگر مذهبی فعالیت می‌کرد. او در بین سال‌های ۱۷۲ تا ۱۲۳ پیش از هجرت در نسا (بر اساس ابوریحان بیرونی) متولد شد و در سال ۹۱ پیش از هجرت در تیسفون (احتمالی) درگذشت. مزدک، بنیان‌گذار جنبش مزدکیان در ایرانشهر از سال ۱۲۸ تا ۹۱ پیش از هجرت بود و با تبلیغ آیین اشتراکی و اصلاحات اجتماعی به دنبال مقابله با بحران‌های اقتصادی و کاهش قدرت اشراف بود. این جنبش در نهایت با قتل‌عام مزدکیان در تیسفون در سال ۹۱ پیش از هجرت توسط خسرو انوشیروان و اعدام مزدک و پیروانش سرکوب شد."
ساتاسپ,ساتاسپ، دریانورد و کاشف دوران هخامنشی، به دستور خشایارشا مأمور شد دور آفریقا را بگردد و به خلیج عربستان بازگردد. او پس از عبور از ستون‌های هرکول و دور زدن دماغه سولئیس، به منطقه‌ای بدون باد رسید که پیشرفت کشتی را غیرممکن ساخت؛ این سفر نخستین گزارش ثبت‌شده از کشف عرض جغرافیایی بدون باد است. پیش از این مأموریت، ساتاسپ به دلیل دستدرازی به دختر زوپیر، ابتدا به مرگ محکوم شده بود، اما با وساطت مادرش، حکم به سفر اکتشافی تغییر یافت و پس از شکست در مأموریت، خشایارشا دستور اعدام او را صادر کرد.
کرتیر,کرتیر، موبد بلندپایهٔ زرتشتی در دوران ساسانیان، نامور به کرتیر هیربد، کرتیر موبدِ هرمزد، و کرتیر موبد نیکبختِ بهرام و هرمزد بود. او در دوران ساسانیان اقداماتی چون ارتقاء جایگاه سنت مزدیسنایی و سرکوب اقلیت‌های دینی، بین سال‌های ۳۴۷ تا ۳۲۳ پیش از هجرت را در ایران انجام داد. همچنین، وی بین سال‌های ۳۲۳ تا ۳۰۲ پیش از هجرت در ایران به سرکوب یهودیان، مسیحیان، بوداییان و مانویان پرداخت. کرتیر در سال ۳۴۶ پیش از هجرت در نقش رستم، چهار سنگنوشته مهم در مکان‌های استراتژیک امپراتوری ساسانی خلق و زندگینامه خود را به روایت اول شخص ثبت کرد. این سنگنوشته‌ها شامل سنگنوشته نقش رجب، سنگنوشته نقش رستم، سنگنوشته سرمشهد و سنگنوشته کعبهٔ زردشت می‌باشند.
آذرباد مهراسپندان,"آذرباد مهراسپندان، که با نام‌های مستعار آتورپات مهرَسپندان، آتورپات امهرسپنت و آذر باد مار سپندان نیز شناخته می‌شود، در دوره شاپور دوم می‌زیست. او در شهر گور (فیروزآباد فعلی) در استان فارس به دنیا آمد و به عنوان دانشمند و موبد موبدان فعالیت می‌کرد. از آثار او می‌توان به ""خردهاوستا"" اشاره کرد. او در سال ۲۷۲ پیش از هجرت در آزمایشی بر روی گداخته که در مرزهای ایران اتفاق افتاد، برای اثبات حقانیت دین زردشت در مقابل مسیحیان، ریختن ۹ من روی را بر سینه پذیرفت."
نَرْسه,"نَرْسه، ملقب به ""نرسیِ شاپور"" و ""نرسی""، شاهنشاهی از سلسله ساسانی بود که در سال ۳۲۹ پیش از هجرت به پادشاهی رسید و پس از برکناری بهرام سوم، هفتمین شاهنشاه ساسانی شد. در سال ۳۲۴ پیش از هجرت، پس از شکست در نبرد ساتالا، مجبور به امضای عهدنامه نصیبین با رومیان شد که منجر به واگذاری سرزمین‌های استراتژیک به روم گردید. نَرْسه در سال ۳۲۰ پیش از هجرت درگذشت."
مهرداد ششم,مهرداد ششم، معروف به مهرداد کبیر و مهرداد بزرگ، در جمهوری روم می‌زیست. او پادشاه و سمشناس تجربی بود. تاریخ تولد او سال 744 پیش از هجرت در شمال آناتولی است. در سال 599 پیش از هجرت درگذشت. در دوران زندگی‌اش، پس از کشته شدن پدرش، هفت سال در بیابان زندگی کرد و خود را در برابر سموم مصون ساخت. همچنین، او حدود سال 120 پیش از هجری شمسی تا 63 پیش از هجری شمسی در شمال آناتولی، با همکاری تیمی از گیاه‌شناسان، پزشکان و شمن‌ها، فرمول‌بندی بیش از 50 ماده ترکیبی از سموم و پادزهرها را انجام داد و مصونیت در برابر آرسنیک ایجاد کرد. مهرداد ششم همچنین در جنگ‌های مهردادی، که از 120 پیش از هجری شمسی تا 63 پیش از هجری شمسی در آسیای کوچک رخ داد، سه جنگ بزرگ علیه روم برای تسلط بر آسیای کوچک و دریای سیاه انجام داد.
اوستن,"اوستن، با نام‌های دیگر اوستانس و هیوستانیوس، در دوره هخامنشی می‌زیست و به عنوان نویسنده، جادوگر، کیمیاگر و معلم فعالیت می‌کرد. او در حمله خشایارشا به یونان همراه وی بود و جادو را به یونانیان معرفی کرد؛ همچنین به عنوان معلم دموکریت، نظریه اتم را به او آموزش داد. از آثار او می‌توان به ""اکتاتک"" اشاره کرد."
فِرِیدون,فریدون، معروف به آفریدون و اژدهاکش، از دوران پیشدادیان است. او در ورکه لاریجان از توابع مازندران به دنیا آمد و در شهر آمل که خود بنیان نهاد، به عنوان پایتخت، وفات یافت. فریدون همزمان پادشاه و پزشک بود. از رویدادهای مهم زندگی او می‌توان به پیروزی بر ضحاک و زندانی کردنش در کوه دماوند با یاری کاوه آهنگر، تقسیم جهان میان پسرانش سلم، تور و ایرج که منجر به کشته شدن ایرج شد، و بنیانگذاری شهر آمل اشاره کرد.
